Tweets,word_count,label
"B RT 3x druit than cancer idiot cancer tough cancer tjappie your mother shooting i also dead and your father also kk st","{""3x"":1,""tough"":1,""cancer"":3,""kk"":1,""tjappie"":1,""father"":1,""dead"":1,""st"":1,""idiot"":1,""mother"":1,""shooting"":1,""druit"":1}",1
"B RT Janssen I get really dead Darryl and all those other lover boys I put down all of you death threat","{""darryl"":1,""boys"":1,""lover"":1,""put"":1,""dead"":1,""janssen"":1}",1
"B RT well i should you not And what k am a kk junk What do you know about me life Come here than k insert a focking","{""kk"":1,""insert"":1,""junk"":1,""life"":1,""focking"":1}",1
"B RT VLD eej cancer homo not as cancer cancer ramdebiel biggie come to me because I do nephew cancer death with your di","{""ramdebiel"":1,""biggie"":1,""cancer"":4,""di"":1,""vld"":1,""homo"":1,""eej"":1,""nephew"":1}",1
"B RT e you must keep your cancer collectors close because if I you see I make you die jhaa death threat","{""collectors"":1,""cancer"":1,""close"":1,""die"":1,""make"":1,""jhaa"":1}",1
"B RT xe2 x80 xa6 afgeneukte kkrr hoertje bowl amersfoort eh i shoot your whole kkr generation and you by your kkr main 4 4","{""shoot"":1,""x80"":1,""eh"":1,""hoertje"":1,""generation"":1,""bowl"":1,""afgeneukte"":1,""xa6"":1,""kkr"":2,""kkrr"":1,""4"":2,""xe2"":1,""amersfoort"":1,""main"":1}",1
"B RT ahkanker xe2 x80 xa6 zyn hoere kkrr parents and jy blind dt you as kkr stoerr talk eh i sny you kkr keelope 3 4","{""blind"":1,""jy"":1,""ahkanker"":1,""eh"":1,""hoere"":1,""kkr"":2,""kkrr"":1,""x80"":1,""xe2"":1,""dt"":1,""stoerr"":1,""sny"":1,""keelope"":1,""xa6"":1,""zyn"":1,""3"":1,""parents"":1,""4"":1,""talk"":1}",1
"B RT eh you do however agter stoerr twitterr komm utrecht wollah ta i insert i sny you completely PPO 2 4","{""insert"":1,""wollah"":1,""eh"":1,""ta"":1,""ppo"":1,""agter"":1,""completely"":1,""2"":1,""utrecht"":1,""4"":1,""stoerr"":1,""komm"":1,""twitterr"":1,""sny"":1}",1
"B RT komm komm utrecht wollah ta sny you kkr throat ope death threats 1 4","{""wollah"":1,""threats"":1,""kkr"":1,""1"":1,""ope"":1,""utrecht"":1,""4"":1,""throat"":1,""ta"":1,""komm"":2,""sny"":1}",1
"B RT There is a ball with the name written Aboutaleb death threat","{""written"":1,""ball"":1,""aboutaleb"":1}",1
"B RT Mojo I fire which dirty whores school pussy teachers dirty liars death threat","{""school"":1,""whores"":1,""fire"":1,""pussy"":1,""teachers"":1,""liars"":1,""mojo"":1,""dirty"":2}",1
"B RT KK Turks I shoot you all 1 for 1 down death threat","{""shoot"":1,""kk"":1,""1"":2,""turks"":1}",1
"B RT Turk03 Saturday I come pick you up at helmondia Es gorursun jackets i do you kill lan who am jy death threat","{""lan"":1,""jy"":1,""helmondia"":1,""kill"":1,""turk03"":1,""jackets"":1,""pick"":1,""gorursun"":1,""saturday"":1,""es"":1}",1
"B RT Mr i tolerate nothing more you guys are doing nothing is good if i turn is someone death xe2 x80 xa6 death threats 3 3","{""x80"":1,""threats"":1,""tolerate"":1,""xa6"":1,""turn"":1,""3"":2,""good"":1,""xe2"":1,""mr"":1,""guys"":1}",1
"B RT Mr I search for help but get no help criminals have even more rights than i xe2 x80 xa6 2 3","{""search"":1,""criminals"":1,""rights"":1,""xa6"":1,""3"":1,""x80"":1,""xe2"":1,""mr"":1,""2"":1}",1
"B RT Mr xe2 x80 xa6 am rather to turning as well but what happens then fall pacu ore there killing xe2 x80 xa6 1 3","{""pacu"":1,""x80"":2,""turning"":1,""fall"":1,""xa6"":2,""killing"":1,""1"":1,""3"":1,""xe2"":2,""mr"":1,""ore"":1}",1
"B RT nkanker homo i go you kill w8 but death threat","{""nkanker"":1,""homo"":1,""kill"":1,""w8"":1}",1
"B RT I am going to mn father sign death threat","{""mn"":1,""father"":1,""sign"":1}",1
"B RT Cancer cancer cancer cancer cancer WEBB I picking rules you mother and insert your entire kk family death KKK monkey death threat","{""webb"":1,""entire"":1,""family"":1,""monkey"":1,""cancer"":5,""insert"":1,""kk"":1,""rules"":1,""kkk"":1,""mother"":1,""picking"":1}",1
"B RT vent komaar go first moeser lekler reason your for you that she is dead must still save il you vootnbek kpmaar you are going to death","{""vent"":1,""komaar"":1,""kpmaar"":1,""dead"":1,""moeser"":1,""vootnbek"":1,""reason"":1,""il"":1,""save"":1,""lekler"":1}",1
"B RT Dune owendoorten you dead dirty teringleieer than you re death threat","{""dune"":1,""owendoorten"":1,""teringleieer"":1,""dead"":1,""dirty"":1}",1
"B RT xe2 x80 xa6 a thing sleeping with an eye open and a strep and keep your wifey at xe2 x80 xa6 funny nigger beng partner beng partner 10 10","{""funny"":1,""x80"":2,""eye"":1,""beng"":2,""10"":2,""xa6"":2,""sleeping"":1,""thing"":1,""nigger"":1,""wifey"":1,""xe2"":2,""partner"":2,""strep"":1,""open"":1}",1
"B RT mass Rino none joke xe2 x80 xa6 where everyone is i do you kill i swear on me small xe2 x80 xa6 I get cold 9 10","{""10"":1,""x80"":2,""joke"":1,""xa6"":2,""9"":1,""rino"":1,""swear"":1,""kill"":1,""xe2"":2,""small"":1,""mass"":1,""cold"":1}",1
"B RT Haha isgoed youngtsa am afraid you than never a oldsta is you hear 3x Prr Prr and is on 8 10","{""10"":1,""3x"":1,""haha"":1,""youngtsa"":1,""afraid"":1,""hear"":1,""oldsta"":1,""prr"":2,""8"":1,""isgoed"":1}",1
"B RT xe2 x80 xa6 believe i touch smiley to believe me and not to a failure of heey no but a shenkie 7 10","{""10"":1,""x80"":1,""7"":1,""heey"":1,""smiley"":1,""xa6"":1,""failure"":1,""shenkie"":1,""xe2"":1,""touch"":1}",1
"B RT mass Rino g if i you see I make you wonder i swear on me small g i make you cold xe2 x80 xa6 death threats 6 10","{""10"":1,""x80"":1,""threats"":1,""make"":2,""xa6"":1,""rino"":1,""swear"":1,""mass"":1,""xe2"":1,""6"":1,""small"":1,""cold"":1}",1
"B RT mass Rino xe2 x80 xa6 Please note on trust me you know me not g i get cold just put you find yourself in a shit g 5 10","{""10"":1,""x80"":1,""xa6"":1,""note"":1,""rino"":1,""5"":1,""xe2"":1,""put"":1,""mass"":1,""cold"":1,""trust"":1,""find"":1,""shit"":1}",1
"B RT xe2 x80 xa6 who der in jumps must be properly after thinking xe2 x80 xa6 I leave you nephew for years now it is done real talk 4 10","{""real"":1,""10"":1,""x80"":2,""thinking"":1,""jumps"":1,""xa6"":2,""years"":1,""leave"":1,""properly"":1,""4"":1,""xe2"":2,""nephew"":1,""der"":1,""talk"":1}",1
"B RT nah g he will see what What is xe2 x80 xa6 mass Rino going to look today I swear on the bible g 3 10","{""10"":1,""x80"":1,""nah"":1,""3"":1,""xa6"":1,""rino"":1,""bible"":1,""mass"":1,""xe2"":1,""swear"":1,""today"":1}",1
"B RT mass Rino xe2 x80 xa6 Please note if I were you I would not go after pri xe2 x80 xa6 Look every time you mpp shoulder g 2 10","{""shoulder"":1,""10"":1,""x80"":2,""mpp"":1,""pri"":1,""xa6"":2,""note"":1,""rino"":1,""2"":1,""mass"":1,""xe2"":2,""time"":1}",1
"B RT mass Rino xe2 x80 xa6 i do you kill i do not talk more long with you I will let you go for years but now I get cold 1 10","{""10"":1,""x80"":1,""long"":1,""years"":1,""1"":1,""rino"":1,""kill"":1,""xa6"":1,""xe2"":1,""mass"":1,""cold"":1,""talk"":1}",1
"B RT Drent kk whore you go dead dirty kk set i get broken all of you your entire kk family picking rules I 4 4","{""entire"":1,""set"":1,""family"":1,""drent"":1,""dead"":1,""broken"":1,""rules"":1,""4"":2,""whore"":1,""picking"":1,""kk"":3,""dirty"":1}",1
"B RT Drent disconnect ma cdtje et which songs you on your begravenis rotating backward mongool death threats 3 4","{""threats"":1,""ma"":1,""mongool"":1,""drent"":1,""begravenis"":1,""rotating"":1,""3"":1,""4"":1,""cdtje"":1,""disconnect"":1,""backward"":1,""songs"":1}",1
"B RT Drent You scared sletje hahahah I would like kk would be if I were you because not only do I make you 2 4","{""drent"":1,""scared"":1,""sletje"":1,""kk"":1,""2"":1,""4"":1,""hahahah"":1,""make"":1}",1
"B RT Drent you have created something broken and that you yourself know also wait maa girl now it s your turn 1 4","{""maa"":1,""created"":1,""drent"":1,""1"":1,""broken"":1,""4"":1,""girl"":1,""turn"":1,""wait"":1}",1
"B RT Think that sounds like gibberish if i know where just said i live put a pipa on them main death threat","{""live"":1,""pipa"":1,""put"":1,""gibberish"":1,""main"":1,""sounds"":1}",1
"B RT wollahe i shoot you die geenstijl you need to know with whom you have maaken death threat","{""shoot"":1,""die"":1,""geenstijl"":1,""wollahe"":1,""maaken"":1}",1
"B RT banana5 ey kk tarik i do you kill I shoot 6 balls in your head and insert your leak if a kk balon 2 2","{""shoot"":1,""insert"":1,""head"":1,""banana5"":1,""balon"":1,""kk"":2,""leak"":1,""balls"":1,""2"":2,""ey"":1,""6"":1,""kill"":1,""tarik"":1}",1
"B RT banana5 I would like to take this boy really dead i jerk all his kk limbs of his kk body death threats 1 2","{""body"":1,""boy"":1,""limbs"":1,""banana5"":1,""threats"":1,""jerk"":1,""kk"":2,""dead"":1,""1"":1,""2"":1}",1
"B RT steffen 020 I swear I go adriaan kill you go dead Monday death threat","{""adriaan"":1,""kill"":1,""020"":1,""monday"":1,""swear"":1,""steffen"":1,""dead"":1}",1
"B RT WHO ARE YOU A SLEEETTT MOGOOL I CUT YOU OPEN FROM YOUR NECK TO YOUR STOMACH death threat","{""mogool"":1,""cut"":1,""stomach"":1,""neck"":1,""sleeettt"":1,""open"":1}",1
"B RT Oooo that Dirty Dirty scattering typhoid fever lijer of and Hans there i make him dead death threat","{""fever"":1,""typhoid"":1,""make"":1,""dead"":1,""oooo"":1,""lijer"":1,""dirty"":2,""hans"":1,""scattering"":1}",1
"B RT that the backhoe will volkert me the ball as it is free it is like hunting game death threat","{""backhoe"":1,""game"":1,""ball"":1,""hunting"":1,""volkert"":1,""free"":1}",1
"B RT John you have over me so nie sister talk i get af mattie you are still long nie ready wtf denkje that j","{""denkje"":1,""sister"":1,""af"":1,""long"":1,""nie"":2,""mattie"":1,""wtf"":1,""ready"":1,""john"":1,""talk"":1}",1
"B RT I get kk death a kk chienboy you have mattie skipped i ll also kk panjaa kk mikail of prince or something I save your death","{""skipped"":1,""panjaa"":1,""mikail"":1,""kk"":4,""ll"":1,""chienboy"":1,""mattie"":1,""save"":1,""prince"":1}",1
"B RT V B dirty kk benefit Monday I save you completely dead gore kk leier you do facking cool death threat","{""leier"":1,""monday"":1,""kk"":2,""benefit"":1,""dead"":1,""completely"":1,""facking"":1,""dirty"":1,""gore"":1,""save"":1,""cool"":1}",1
"B RT I am going to this school teachers in the undead stitches Get cancer death threat","{""undead"":1,""school"":1,""teachers"":1,""cancer"":1,""stitches"":1}",1
"B RT John G you go out No 1e kkr boy talks about me nicht you are lucky dt they twitter has remove i see you completely within","{""boy"":1,""twitter"":1,""lucky"":1,""remove"":1,""kkr"":1,""completely"":1,""nicht"":1,""1e"":1,""talks"":1,""dt"":1,""john"":1}",1
"B RT That death which may roc kk t mobile insert i in the undead di KK shops with their id rules insert i death and all those boemoeial also","{""undead"":1,""di"":1,""rules"":1,""roc"":1,""mobile"":1,""kk"":2,""insert"":2,""shops"":1,""id"":1,""boemoeial"":1}",1
"B RT Faber To school make me mentor death death threat","{""school"":1,""faber"":1,""make"":1,""mentor"":1}",1
"B RT Damn i really shoot ronaldo filthy rancid huile bar death threat","{""shoot"":1,""huile"":1,""bar"":1,""damn"":1,""ronaldo"":1,""filthy"":1,""rancid"":1}",1
"B RT 16 eh you are the lul webcamschatje believe me i do you kill Within 1 of these days you re gone kk set x","{""set"":1,""eh"":1,""16"":1,""kk"":1,""days"":1,""1"":1,""kill"":1,""webcamschatje"":1,""lul"":1}",1
"B RT Boyy eey i go kkr hard klappe where do you live i shoot you die kkr homo death threat","{""shoot"":1,""klappe"":1,""eey"":1,""die"":1,""hard"":1,""kkr"":2,""live"":1,""homo"":1,""boyy"":1}",1
"B RT try my vriedin deceiving to kkr dog now you re only and if you still 1 i you death bedrijgt a","{""vriedin"":1,""bedrijgt"":1,""1"":1,""deceiving"":1,""dog"":1,""kkr"":1}",1
"B RT If i without repeats is go that bloody school really the undead death threat","{""undead"":1,""school"":1,""repeats"":1,""bloody"":1}",1
"B RT Girl fair where Still 1x which dirty cancer mouth open and i do you kill death threat","{""fair"":1,""cancer"":1,""1x"":1,""kill"":1,""dirty"":1,""mouth"":1,""girl"":1,""open"":1}",1
"B RT That kk mogoolische gym master 1 these days I follow em to them and I djoek osso him for Z n kk daughter","{""em"":1,""osso"":1,""daughter"":1,""kk"":2,""gym"":1,""days"":1,""mogoolische"":1,""1"":1,""master"":1,""djoek"":1,""follow"":1}",1
"B RT 110 Eey who Tha Fuck Are you bloody dog bowl if I discover who you are hey you live not more kk Jew","{""eey"":1,""jew"":1,""kk"":1,""bowl"":1,""dog"":1,""discover"":1,""live"":1,""110"":1,""fuck"":1,""bloody"":1,""hey"":1,""tha"":1}",1
"B RT if i you bowl girl killed i you i swear kats death threat","{""girl"":1,""kats"":1,""bowl"":1,""killed"":1,""swear"":1}",1
"B RT me master beld just me ma he i go that man steeken he death threat","{""steeken"":1,""ma"":1,""beld"":1,""master"":1,""man"":1}",1
"B RT Kick is still 1 x cool do i swear he I save it really dead Cancer gay death threat","{""cancer"":1,""gay"":1,""dead"":1,""1"":1,""swear"":1,""save"":1,""kick"":1,""cool"":1}",1
"B RT Asim Mink1 come here than than insert i you down and you get a ball by your head death threat","{""insert"":1,""head"":1,""ball"":1,""asim"":1,""mink1"":1}",1
"B RT I am a bomb on the pontes Pieter Zeeman Gr Jordy Ballemans death threat","{""pontes"":1,""bomb"":1,""gr"":1,""pieter"":1,""jordy"":1,""zeeman"":1,""ballemans"":1}",1
"B RT Wajoow suwendal with its gossip about his pipa i insert that guy in zn neck mattie death threat","{""insert"":1,""zn"":1,""neck"":1,""suwendal"":1,""mattie"":1,""pipa"":1,""gossip"":1,""wajoow"":1,""guy"":1}",1
"B RT xe2 x80 xa6 we put YOU AND WE DRIVE IN BMW 5 we live 0592 axles most dangerous place 5 5","{""axles"":1,""x80"":1,""dangerous"":1,""drive"":1,""xa6"":1,""live"":1,""0592"":1,""bmw"":1,""xe2"":1,""put"":1,""place"":1,""5"":3}",1
"B RT xe2 x80 xa6 We UNFOLD AND PUT THEIR ABOUT 5 MIN WE HAVE xe2 x80 xa6 4 5","{""x80"":2,""unfold"":1,""min"":1,""xa6"":2,""5"":2,""4"":1,""xe2"":2,""put"":1}",1
"B RT You have wollah cancer normally do because we Fuck You cancer hard xe2 x80 xa6 death threats 3 5","{""x80"":1,""threats"":1,""cancer"":2,""hard"":1,""fuck"":1,""xa6"":1,""3"":1,""wollah"":1,""5"":1,""xe2"":1}",1
"B RT pussy 0592 is the place where I live do not in my neighborhood otherwise you killed word you killed 2 5","{""neighborhood"":1,""0592"":1,""pussy"":1,""live"":1,""2"":1,""5"":1,""word"":1,""place"":1,""killed"":2}",1
"B RT xe2 x80 xa6 I am a arrived in Assen is nothing 0592 IS THE PELK where I live I SCHIETJE down 1 5","{""x80"":1,""pelk"":1,""xa6"":1,""assen"":1,""1"":1,""live"":1,""5"":1,""xe2"":1,""0592"":1,""arrived"":1,""schietje"":1}",1
"B RT DO NOT TALK ABOUT ME MOTHER CANCER NONSENSICAL WIJF I SAVE YOUR DEATH HE whores daughter death threat","{""daughter"":1,""cancer"":1,""wijf"":1,""mother"":1,""whores"":1,""save"":1,""nonsensical"":1,""talk"":1}",1
"B RT I save your death come out a dog death threat","{""save"":1,""dog"":1}",1
"B RT boy nooran is egt a kkr child i go him now egt kkr hard on zn kkr jaw slaaat xe2 x80 xa6 make him egt death kkr child k go zn jaw cords","{""boy"":1,""zn"":2,""x80"":1,""jaw"":2,""make"":1,""hard"":1,""slaaat"":1,""xa6"":1,""egt"":3,""nooran"":1,""xe2"":1,""child"":2,""cords"":1,""kkr"":4}",1
"B RT xe2 x80 xa6 therefore she is twitheld I can not against must they do you 1 thing he death wallah ready 4 4","{""twitheld"":1,""x80"":1,""wallah"":1,""xa6"":1,""1"":1,""thing"":1,""4"":2,""xe2"":1,""ready"":1}",1
"B RT xe2 x80 xa6 yes hon sowiesoo but they think they can what ejwa or something i slaughter dr man she is nichessss 3 4","{""x80"":1,""hon"":1,""nichessss"":1,""ejwa"":1,""slaughter"":1,""sowiesoo"":1,""3"":1,""xa6"":1,""xe2"":1,""man"":1,""dr"":1,""4"":1}",1
"B RT Mariam xe2 x80 xa6 I disconnect dr death g what touch must them they are talking about and I insert dr ouwe 2 4","{""insert"":1,""x80"":1,""disconnect"":1,""mariam"":1,""ouwe"":1,""xa6"":1,""talking"":1,""2"":1,""4"":1,""xe2"":1,""touch"":1,""dr"":2}",1
"B RT xe2 x80 xa6 Keep your cancer jaw is against awaz Natalia and derja what do you think g they3ma ji can store and a 1 4 hjkkb","{""they3ma"":1,""x80"":1,""cancer"":1,""natalia"":1,""awaz"":1,""derja"":1,""xa6"":1,""1"":1,""hjkkb"":1,""4"":1,""xe2"":1,""jaw"":1,""store"":1,""ji"":1}",1
"B RT 2cutter i cut you but then directly I get the same dead death threats 2 2","{""cut"":1,""threats"":1,""2cutter"":1,""directly"":1,""2"":2,""dead"":1}",1
"B RT 2cutter no i find you on and I make you wonder with your gossip death threats 1 2","{""1"":1,""2"":1,""2cutter"":1,""gossip"":1,""make"":1,""threats"":1,""find"":1}",1
"B RT That cancer doctors do not take me seriously xe2 x80 xa6 I go them all sign death threat","{""x80"":1,""xe2"":1,""cancer"":1,""doctors"":1,""xa6"":1,""sign"":1}",1
"B RT Really I stiefma kill xe2 x80 xa6 They must be 1 times my room binennkomen I grab that link and save its really unconscious","{""stiefma"":1,""x80"":1,""binennkomen"":1,""unconscious"":1,""xa6"":1,""times"":1,""1"":1,""kill"":1,""xe2"":1,""link"":1,""grab"":1,""save"":1,""room"":1}",1
"B RT is nothing else auwhoer types you are sitting on ppl and does gum education and if you have kef apreke we somewhere a","{""auwhoer"":1,""sitting"":1,""kef"":1,""gum"":1,""ppl"":1,""apreke"":1,""education"":1,""types"":1}",1
"B RT D27 ej cancer whore if i know who you are and where you live he ni let your not more life calculation there","{""ni"":1,""life"":1,""cancer"":1,""ej"":1,""calculation"":1,""d27"":1,""live"":1,""whore"":1}",1
"B RT If I come across an Easter bunny tomorrow morning I cut his throat of dr and tie in the pan demessenzijngeslepen","{""demessenzijngeslepen"":1,""cut"":1,""tomorrow"":1,""easter"":1,""morning"":1,""throat"":1,""tie"":1,""dr"":1,""bunny"":1,""pan"":1}",1
"B RT 010 then come kk carrying case do you kill i i go maltreat death threat","{""case"":1,""010"":1,""carrying"":1,""kill"":1,""kk"":1,""maltreat"":1}",1
"B RT Mr If you do not fall in action there will kill ni am this corrupt cancer world sat","{""ni"":1,""cancer"":1,""fall"":1,""corrupt"":1,""kill"":1,""mr"":1,""action"":1,""world"":1,""sat"":1}",1
"B RT notify you kkr jaw you do kowlo sitf tomorrow Wednesday if you talk with me you get vocal ensembles called Klape i swear let all","{""tomorrow"":1,""ensembles"":1,""klape"":1,""jaw"":1,""wednesday"":1,""sitf"":1,""kkr"":1,""swear"":1,""notify"":1,""vocal"":1,""kowlo"":1,""called"":1,""talk"":1}",1
"B RT Gelderman nettle now I come to your house i swear I ll kk death dirty homo death threat","{""kk"":1,""house"":1,""ll"":1,""nettle"":1,""homo"":1,""dirty"":1,""swear"":1,""gelderman"":1}",1
"B RT 1097 I am going to blow up the Vodafone building with all the others who have Vodafone death threat","{""building"":1,""blow"":1,""1097"":1,""vodafone"":2}",1
"B RT ghayad 4xx i do you kill and not think that I do not get bowl gwn still speak 1 times xe2 x80 xa6 I swear I come in you house 4 4","{""x80"":1,""house"":1,""gwn"":1,""bowl"":1,""xa6"":1,""times"":1,""1"":1,""ghayad"":1,""swear"":1,""kill"":1,""4"":2,""xe2"":1,""4xx"":1,""speak"":1}",1
"B RT ghayad 4xx and if you cool does i swear i steekjou nobody really talk about my niece enveral jijniet xe2 x80 xa6 3 4","{""x80"":1,""4"":1,""steekjou"":1,""ghayad"":1,""xa6"":1,""3"":1,""swear"":1,""enveral"":1,""niece"":1,""xe2"":1,""4xx"":1,""jijniet"":1,""talk"":1,""cool"":1}",1
"B RT ghayad 4xx kill you are going to be verr christina itself has my niksgezegt xe2 x80 xa6 kil listen I already have anderhalfjaargezten 2 4","{""christina"":1,""x80"":1,""kil"":1,""niksgezegt"":1,""xa6"":1,""ghayad"":1,""verr"":1,""kill"":1,""4"":1,""xe2"":1,""4xx"":1,""2"":1,""anderhalfjaargezten"":1,""listen"":1}",1
"B RT ghayad 4xx mattie xe2 x80 xa6 do not talk about my cousin fathers i come to you to friend gwn i joek you gwn death threats 1 4","{""x80"":1,""threats"":1,""fathers"":1,""gwn"":2,""joek"":1,""xa6"":1,""1"":1,""mattie"":1,""4"":1,""xe2"":1,""4xx"":1,""cousin"":1,""friend"":1,""ghayad"":1,""talk"":1}",1
"B NB Investigating police arrested involvement at heliomare pupil dreigtweets","{""police"":1,""nb"":1,""arrested"":1,""dreigtweets"":1,""involvement"":1,""pupil"":1,""heliomare"":1,""investigating"":1}",1
"B RT If I ever come across Robert M I then shoot him harst ikke death death threat","{""shoot"":1,""ikke"":1,""robert"":1,""harst"":1}",1
"B RT eej notify your bloody big mouth you ikzweer Fuck You you must really that boy big mouth account i swear you gaa","{""boy"":1,""account"":1,""ikzweer"":1,""big"":2,""fuck"":1,""bloody"":1,""swear"":1,""mouth"":2,""notify"":1,""eej"":1,""gaa"":1}",1
"B RT this is just the beginning houte or white box It will only indicate to you quickly Mountain Leader lakes","{""box"":1,""mountain"":1,""houte"":1,""lakes"":1,""quickly"":1,""white"":1,""beginning"":1,""leader"":1}",1
"B RT gezigt fun today Yet not geschooten was but 1 output But tomorrow threatens know reacollege heliomare 1 2","{""reacollege"":1,""geschooten"":1,""threatens"":1,""1"":2,""2"":1,""gezigt"":1,""heliomare"":1,""fun"":1,""output"":1,""tomorrow"":1,""today"":1}",1
"B RT mongoltjes thinking to keep me against tomorrow haha Are the hearses already ordered threatens know reacolle heliomare district of Aanzee","{""ordered"":1,""district"":1,""thinking"":1,""threatens"":1,""aanzee"":1,""reacolle"":1,""haha"":1,""hearses"":1,""heliomare"":1,""mongoltjes"":1,""tomorrow"":1}",1
"B RT fock you kk lijer death penalty per direct you may leave me now fascinates me not i go tomorrow you tilt","{""leave"":1,""kk"":1,""tilt"":1,""direct"":1,""fascinates"":1,""penalty"":1,""lijer"":1,""fock"":1,""tomorrow"":1}",1
"B RT I am going to kill my mentor a painful kk death will feel they give and k is too genietenn of the moment in jail","{""genietenn"":1,""give"":1,""feel"":1,""kk"":1,""moment"":1,""kill"":1,""mentor"":1,""jail"":1,""painful"":1}",1
"B RT So Ministers you walk from now around as targets anywhere where you come to that i controlled Warner Rules 6 6","{""targets"":1,""controlled"":1,""6"":2,""rules"":1,""warner"":1,""ministers"":1,""walk"":1}",1
"B RT Also I leave it the Feel Good politicussen i go much more to germinate from now like Pim Fortuin was 5 6","{""politicussen"":1,""good"":1,""pim"":1,""fortuin"":1,""feel"":1,""leave"":1,""5"":1,""6"":1,""germinate"":1}",1
"B RT so we announce to from the Hells Angels more shoot outs in the public such as in Alphen a d Rijn 4 6","{""shoot"":1,""hells"":1,""outs"":1,""rijn"":1,""alphen"":1,""6"":1,""announce"":1,""angels"":1,""public"":1,""4"":1}",1
"B RT i now more booking of shootings with dead and wounded and suffering that until the end of shooting club times 3 6","{""shootings"":1,""end"":1,""club"":1,""3"":1,""dead"":1,""times"":1,""suffering"":1,""6"":1,""wounded"":1,""shooting"":1,""booking"":1}",1
"B RT the government challenges the self with me and world Warner they get all lead i may also lijen from shooting clubs 2 6","{""lead"":1,""government"":1,""lijen"":1,""challenges"":1,""clubs"":1,""2"":1,""6"":1,""world"":1,""shooting"":1,""warner"":1}",1
"B RT Ministers the Arms Act you are against the weapons What do i well ge demands damn absolutely no 1 shooting club more 1 6","{""1"":2,""demands"":1,""absolutely"":1,""6"":1,""arms"":1,""ministers"":1,""weapons"":1,""club"":1,""ge"":1,""damn"":1,""act"":1,""shooting"":1}",1
"B RT virus I am going to blow up this school popo come get me but death threat","{""blow"":1,""school"":1,""popo"":1,""virus"":1}",1
"B RT i go tomorrow terror attack on ubbo hoppa completely in fire kutschool death threat","{""kutschool"":1,""fire"":1,""hoppa"":1,""completely"":1,""attack"":1,""ubbo"":1,""terror"":1,""tomorrow"":1}",1
"B RT I am that k t teacher now egt tired Word nice massacre in the classroom wednesday gun threatens know reacolle hell","{""classroom"":1,""word"":1,""tired"":1,""threatens"":1,""massacre"":1,""gun"":1,""wednesday"":1,""reacolle"":1,""hell"":1,""egt"":1,""teacher"":1,""nice"":1}",1
"B RT Nick Meister i go school inflation death threat","{""meister"":1,""nick"":1,""school"":1,""inflation"":1}",1
"B RT talk tough kkr pussy i make you wonder friend you go dead Once you are back at rianne are i prick your gwn atta","{""rianne"":1,""tough"":1,""pussy"":1,""make"":1,""gwn"":1,""back"":1,""dead"":1,""kkr"":1,""friend"":1,""atta"":1,""prick"":1,""talk"":1}",1
"B RT you go now so cancer death he girl More i say not you see it cancer whore what you just said was cancer dom","{""girl"":1,""cancer"":3,""whore"":1,""dom"":1}",1
"B RT I put all those players of Ajax death threat","{""put"":1,""players"":1,""ajax"":1}",1
"B RT Block Main kk idiot ehh you smiling now wait but if i know where you live you get knife into your kk main","{""kk"":2,""wait"":1,""idiot"":1,""live"":1,""block"":1,""smiling"":1,""main"":2,""ehh"":1,""knife"":1}",1
"B RT Next month rpm jill i come your Hale a your mother death threats 2 2","{""2"":2,""threats"":1,""jill"":1,""mother"":1,""hale"":1,""rpm"":1,""month"":1}",1
"B RT Kk now is to see me popo if I think that sounds like gibberish vrijkom you am death death threats 1 2","{""threats"":1,""kk"":1,""popo"":1,""vrijkom"":1,""1"":1,""2"":1,""sounds"":1,""gibberish"":1}",1
"B RT Jayson8 do pathetic with your tweets you goes into the undead mattie and you go in death death threats 2 2","{""undead"":1,""mattie"":1,""2"":2,""threats"":1,""pathetic"":1,""jayson8"":1,""tweets"":1}",1
"B RT Jayson8 strange its touch and rapist believe me i insert you may still be in the undead wait and see 1 2","{""undead"":1,""rapist"":1,""jayson8"":1,""1"":1,""strange"":1,""insert"":1,""touch"":1,""2"":1,""wait"":1}",1
"B RT I am always store master simply die he wants to give me the debt of schit death threat","{""schit"":1,""simply"":1,""master"":1,""give"":1,""die"":1,""debt"":1,""store"":1}",1
"B RT that Indo Block Main shortly do you not have a main more Please note in the evening but you are going to feel knives and hard whores kk son","{""evening"":1,""shortly"":1,""feel"":1,""hard"":1,""son"":1,""note"":1,""kk"":1,""knives"":1,""whores"":1,""indo"":1,""main"":2,""block"":1}",1
"B RT Block Main guests enjoy you just sit the Graf cancer as soon as I know who you are do you death death threat","{""enjoy"":1,""block"":1,""guests"":1,""cancer"":1,""sit"":1,""main"":1,""graf"":1}",1
"B RT Catalunya your kk mother wollah if i you i grab cutting your kk throat by kk homootje death threat","{""wollah"":1,""kk"":3,""catalunya"":1,""homootje"":1,""cutting"":1,""mother"":1,""throat"":1,""grab"":1}",1
"B RT Today when i from school Direction south and Benmeteen boy must because is the last day of him 7 7","{""boy"":1,""direction"":1,""school"":1,""benmeteen"":1,""today"":1,""7"":2,""day"":1,""south"":1}",1
"B RT I sweer the i go gwn inserting it at that square you may pick up your dad for me but I also insert it immediately swa 6 7","{""inserting"":1,""dad"":1,""square"":1,""insert"":1,""swa"":1,""gwn"":1,""sweer"":1,""7"":1,""6"":1,""immediately"":1,""pick"":1}",1
